County_name,STCO,LaborForce00,PrimeAge00,Over65_00,LaborForce,PrimeAge,Over65,over65_%_16,over65_%_00,NET_LaborTotal,%_LaborTotal,NET_PrimeAge,%_PrimeAge,NET_Over65,%_Over65,over65_%change,CSA,CSA_name
Fairfax,51059,548812,412048,14662,646463,432455,34801,0.053832933980753735,0.02671588813655678,97651,0.17793160499405988,20407,0.04952578340387528,97651,1.373550675214841,0.027117045844196955,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Fauquier,51061,29446,21304,940,36682,22912,2673,0.0728695272885884,0.03192284181213068,7236,0.2457379610133804,1608,0.07547878332707472,7236,1.8436170212765957,0.040946685476457724,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Frederick,51069,31787,22924,965,44363,28182,2405,0.05421184320266889,0.030358322584704438,12576,0.39563343505206533,5258,0.22936660268714013,12576,1.4922279792746114,0.023853520617964453,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Loudoun,51107,95686,76182,1991,203298,147248,7725,0.03799840628043562,0.02080764166126706,107612,1.1246368329745209,71066,0.9328450290094773,107612,2.8799598191863387,0.017190764619168557,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Prince William,51153,157254,117961,2334,244658,170961,8158,0.033344505391199146,0.014842229768400168,87404,0.5558141605300978,53000,0.4493010401742949,87404,2.49528706083976,0.018502275622798978,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Rappahannock,51157,3672,2600,192,3643,2039,413,0.11336810321163876,0.05228758169934641,-29,-0.00789760348583878,-561,-0.21576923076923077,-29,1.1510416666666667,0.06108052151229235,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Spotsylvania,51177,47747,35577,1210,67729,44738,2762,0.0407801680225605,0.02534190629777787,19982,0.41849749722495655,9161,0.2574978216263316,19982,1.2826446280991735,0.015438261724782631,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Stafford,51179,50424,38027,1000,73555,49524,2408,0.032737407382230986,0.019831826114548628,23131,0.4587299698556243,11497,0.302337812606832,23131,1.408,0.012905581267682358,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Warren,51187,16257,11747,607,19931,12617,1089,0.054638502834779994,0.037337762194746875,3674,0.22599495601894568,870,0.0740614625010641,3674,0.7940691927512356,0.01730074064003312,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Alexandria,51510,80949,63050,1843,99345,75657,4429,0.044582012179777544,0.02276742146289639,18396,0.2272541970870548,12607,0.1999524187153053,18396,1.4031470428648942,0.021814590716881153,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Fairfax,51600,12361,8882,456,13312,8650,675,0.050706129807692304,0.03689021923792574,951,0.07693552301593722,-232,-0.026120243188471066,951,0.48026315789473684,0.013815910569766568,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Falls Church,51610,6072,4675,232,8180,5248,681,0.0832518337408313,0.03820816864295125,2108,0.347167325428195,573,0.1225668449197861,2108,1.9353448275862069,0.04504366509788005,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Fredericksburg,51630,10906,6144,492,15145,9331,560,0.03697589963684384,0.045112781954887216,4239,0.3886851274527783,3187,0.5187174479166666,4239,0.13821138211382114,-0.008136882318043374,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Manassas,51683,19118,14301,361,23274,15760,860,0.036951104236487065,0.018882728318861806,4156,0.21738675593681347,1459,0.10202083770365708,4156,1.3822714681440442,0.018068375917625258,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Manassas Park,51685,5672,4388,107,8551,6468,217,0.02537714887147702,0.01886459802538787,2879,0.5075811001410437,2080,0.4740200546946217,2879,1.02803738317757,0.0065125508460891525,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Winchester,51840,12777,8498,628,13562,8809,760,0.0560389323108686,0.0491508178758707,785,0.06143852234483838,311,0.03659684631678042,785,0.21019108280254778,0.0068881144349978995,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Island,53029,34866,24309,961,39452,22372,2883,0.07307614316130995,0.027562668502265818,4586,0.13153215166637985,-1937,-0.07968242214817557,4586,2.0,0.04551347465904413,500,"Seattle-Tacoma, WA"
King,53033,974767,724781,23948,1175087,812194,49420,0.04205646050037146,0.0245679223855547,200320,0.2055055208065107,87413,0.12060608652820645,200320,1.0636378820778354,0.01748853811481676,500,"Seattle-Tacoma, WA"
Kitsap,53035,115055,83140,2324,129447,78146,6271,0.04844453714647694,0.020199035244013733,14392,0.12508800139063925,-4994,-0.06006735626653837,14392,1.6983648881239242,0.028245501902463204,500,"Seattle-Tacoma, WA"
Lewis,53041,29595,20624,772,32658,20560,1675,0.05128911752097495,0.02608548741341443,3063,0.10349721236695388,-64,-0.0031031807602792862,3063,1.1696891191709844,0.025203630107560524,500,"Seattle-Tacoma, WA"
Mason,53045,21217,14876,726,25354,15800,1496,0.059004496331939736,0.03421784418155253,4137,0.19498515341471462,924,0.062113471363269696,4137,1.0606060606060606,0.02478665215038721,500,"Seattle-Tacoma, WA"
Pierce,53053,352677,254020,8029,422116,275930,17118,0.040552833818192156,0.022765873589715234,69439,0.19689120640132474,21910,0.0862530509408708,69439,1.132021422344003,0.017786960228476922,500,"Seattle-Tacoma, WA"
Skagit,53057,49692,34532,1526,57087,34709,3323,0.05820939968819521,0.03070916847782339,7395,0.14881671093938661,177,0.005125680528205722,7395,1.1775884665792922,0.02750023121037182,500,"Seattle-Tacoma, WA"
Snohomish,53061,322533,238216,7212,407615,269086,16304,0.03999852802276658,0.02236050264624085,85082,0.26379316225006433,30870,0.12958827282802163,85082,1.2606766500277315,0.01763802537652573,500,"Seattle-Tacoma, WA"
Thurston,53067,108808,78118,2397,134760,86883,5795,0.043002374591867024,0.022029630174251892,25952,0.23851187412690245,8765,0.11220205330397603,25952,1.4176053400083437,0.02097274441761513,500,"Seattle-Tacoma, WA"
Berkeley,54003,38040,27631,1003,56004,37335,2533,0.045228912220555674,0.026366982124079917,17964,0.4722397476340694,9704,0.3511997394231117,17964,1.5254237288135593,0.018861930096475757,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Hampshire,54027,9056,6431,350,9700,6402,440,0.04536082474226804,0.03864840989399293,644,0.071113074204947,-29,-0.004509407557145078,644,0.2571428571428571,0.00671241484827511,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Jefferson,54037,22669,15828,737,29404,18728,1738,0.059107604407563595,0.032511359124795976,6735,0.29710176893555074,2900,0.18321961081627497,6735,1.3582089552238805,0.02659624528276762,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Kenosha,55059,77980,55476,1895,88879,58245,2995,0.0336974988467467,0.024301102846883818,10899,0.1397666068222621,2769,0.04991347609777201,10899,0.5804749340369393,0.009396395999862882,176,"Chicago-Naperville, IL-IN-WI"
Pierce,55093,22165,13868,621,23604,13421,1000,0.04236570072869005,0.028017144146176405,1439,0.06492217459959396,-447,-0.03223247764638015,1439,0.6103059581320451,0.014348556582513647,378,"Minneapolis-St. Paul, MN-WI"
St. Croix,55109,35867,26097,1024,48805,32472,1851,0.037926441962913636,0.028549920539771935,12938,0.3607215546323919,6375,0.2442809518335441,12938,0.8076171875,0.009376521423141701,378,"Minneapolis-St. Paul, MN-WI"
