County_name,STCO,LaborForce00,PrimeAge00,Over65_00,LaborForce,PrimeAge,Over65,over65_%_16,over65_%_00,NET_LaborTotal,%_LaborTotal,NET_PrimeAge,%_PrimeAge,NET_Over65,%_Over65,over65_%change,CSA,CSA_name
Litchfield,09005,99482,72360,4016,105511,61725,7844,0.07434295950185289,0.040369112000160835,6029,0.06060392834884703,-10635,-0.14697346600331676,6029,0.953187250996016,0.03397384750169206,408,"New York-Newark, NY-NJ-CT-PA"
New Haven,09009,421514,298581,15880,461510,287465,27891,0.06043422677731793,0.03767371902238122,39996,0.09488652808684883,-11116,-0.037229428530281564,39996,0.756360201511335,0.02276050775493671,408,"New York-Newark, NY-NJ-CT-PA"
Windham,09015,58654,41388,1586,64506,40018,2821,0.04373236598145909,0.027039929075595867,5852,0.09977154158284175,-1370,-0.03310138204310428,5852,0.7786885245901639,0.016692436905863223,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Kent,10001,64387,44643,2109,85082,54239,4164,0.04894102160268917,0.03275505925109106,20695,0.3214158137512231,9596,0.2149497121609211,20695,0.9743954480796586,0.01618596235159811,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
New Castle,10003,263440,187766,7883,290713,190785,13882,0.04775156253762302,0.029923322198603098,27273,0.10352641967810507,3019,0.01607852326832334,27273,0.7610046936445516,0.017828240339019922,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
District of Columbia,11001,298225,206426,10559,385056,275457,17420,0.0452401728579739,0.03540615307234471,86831,0.2911593595439685,69031,0.3344103940395105,86831,0.6497774410455536,0.009834019785629193,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Broward,12011,803157,589304,35012,998427,664912,54542,0.05462792973347075,0.04359297123725498,195270,0.24312805590936765,75608,0.1283005036449778,195270,0.5578087512852736,0.011034958496215767,370,"Miami-Fort Lauderdale-Port St. Lucie, FL"
Indian River,12061,47737,31157,4283,60255,34862,5169,0.08578541199900423,0.08972076167333515,12518,0.2622284601043216,3705,0.11891388772988414,12518,0.20686434742003268,-0.003935349674330915,370,"Miami-Fort Lauderdale-Port St. Lucie, FL"
Martin,12085,53332,35919,3688,68328,38759,6540,0.09571478749560941,0.06915172879321983,14996,0.2811820295507388,2840,0.07906678916450903,14996,0.7733188720173536,0.026563058702389578,370,"Miami-Fort Lauderdale-Port St. Lucie, FL"
Miami-Dade,12086,1010965,705936,45041,1351925,937749,63329,0.04684357490245391,0.044552482034491796,340960,0.33726192301414987,231813,0.32837679336370434,340960,0.40603006149952264,0.0022910928679621134,370,"Miami-Fort Lauderdale-Port St. Lucie, FL"
Okeechobee,12093,14870,9731,768,15186,10052,674,0.044382984327670225,0.051647612642905176,316,0.02125084061869536,321,0.0329873599835577,316,-0.12239583333333333,-0.007264628315234951,370,"Miami-Fort Lauderdale-Port St. Lucie, FL"
Palm Beach,12099,510379,356246,32037,694060,435322,51844,0.07469671209981846,0.06277099959050039,183681,0.3598913748410495,79076,0.22197021159535826,183681,0.6182538939351375,0.011925712509318065,370,"Miami-Fort Lauderdale-Port St. Lucie, FL"
St. Lucie,12111,82208,56462,4435,129683,81717,8951,0.06902215402172991,0.05394852082522382,47475,0.5774985402880498,25255,0.4472919839892317,47475,1.0182638105975197,0.015073633196506092,370,"Miami-Fort Lauderdale-Port St. Lucie, FL"
Barrow,13013,23898,17757,658,35655,24830,1521,0.04265881363062684,0.02753368482718219,11757,0.49196585488325384,7073,0.39832178859041506,11757,1.3115501519756838,0.01512512880344465,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Bartow,13015,38215,28099,873,49070,33136,1758,0.035826370491135115,0.02284443281433992,10855,0.28405076540625407,5037,0.1792590483647105,10855,1.013745704467354,0.012981937676795195,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Butts,13035,8457,5941,174,9499,6054,546,0.05747973470891673,0.020574671869457255,1042,0.1232115407354854,113,0.019020366941592325,1042,2.1379310344827585,0.036905062839459477,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Carroll,13045,42630,28774,989,54324,34277,1977,0.03639275458360945,0.02319962467745719,11694,0.27431386347642506,5503,0.19124904427608258,11694,0.9989888776541962,0.013193129906152262,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Cherokee,13057,77534,58976,1523,120535,82213,5238,0.04345625751856307,0.01964299533108056,43001,0.5546083008744551,23237,0.3940077319587629,43001,2.439264609323703,0.023813262187482514,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Clarke,13059,55218,29954,1192,61444,34759,2264,0.03684655946878458,0.021587163606070485,6226,0.11275308776123728,4805,0.16041263270347866,6226,0.8993288590604027,0.015259395862714097,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Clayton,13063,122396,90913,2121,134017,93736,3885,0.028988859622286724,0.017328997679662735,11621,0.09494591326513939,2823,0.031051664778414527,11621,0.8316831683168316,0.01165986194262399,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Cobb,13067,343473,258830,6781,403059,273719,16879,0.04187724377820617,0.01974245428316054,59586,0.1734808849603899,14889,0.057524243712089015,59586,1.489160890724082,0.022134789495045628,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Coweta,13077,46015,34276,940,69101,46446,3126,0.045238129694215715,0.020428121264804956,23086,0.5017059654460502,12170,0.35505893336445327,23086,2.325531914893617,0.02481000842941076,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Dawson,13085,8454,6103,294,11200,6944,715,0.06383928571428571,0.0347764371894961,2746,0.32481665483794653,841,0.13780108143535966,2746,1.4319727891156462,0.02906284852478961,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
DeKalb,13089,368086,273389,9257,392376,276670,14678,0.03740799641160519,0.025149014089098743,24290,0.06599001320343616,3281,0.012001214386826097,24290,0.5856108890569299,0.01225898232250645,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Douglas,13097,48921,36341,911,70886,49166,2216,0.031261462065852216,0.01862185973303898,21965,0.44898918664786086,12825,0.3529071847224898,21965,1.4324917672886937,0.012639602332813235,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Fayette,13113,47090,34953,1115,54556,32997,3328,0.06100153970232422,0.023678063283074962,7466,0.15854746230622213,-1956,-0.05596086172860699,7466,1.9847533632286996,0.037323476419249255,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Forsyth,13117,52904,41222,1002,103531,73354,3962,0.03826873110469328,0.018939966732194162,50627,0.9569597761983971,32132,0.7794866818689049,50627,2.9540918163672654,0.01932876437249912,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Fulton,13121,431553,313796,11295,532926,376947,19104,0.03584737843527994,0.026172915030135347,101373,0.23490278135014703,63151,0.2012485818812222,101373,0.6913678618857901,0.009674463405144596,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Gordon,13129,23282,16080,755,26030,17828,1174,0.04510180560891279,0.03242848552529851,2748,0.11803109698479512,1748,0.10870646766169154,2748,0.5549668874172186,0.012673320083614277,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Gwinnett,13135,325379,250753,5342,457651,320620,15082,0.032955243187494404,0.016417777422636372,132272,0.4065167082079667,69867,0.2786287701443253,132272,1.8232871583676526,0.016537465764858032,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Hall,13139,69294,48550,1988,91543,60458,4210,0.045989316496072886,0.02868935261350189,22249,0.32108119029064563,11908,0.24527291452111225,22249,1.1177062374245472,0.017299963882570997,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Haralson,13143,11751,8159,378,12668,8406,797,0.06291443005999368,0.0321674751085014,917,0.07803591183729044,247,0.03027331780855497,917,1.1084656084656084,0.03074695495149228,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Heard,13149,4902,3614,165,5226,3482,182,0.03482587064676617,0.033659730722154224,324,0.06609547123623011,-132,-0.036524626452684006,324,0.10303030303030303,0.001166139924611946,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Henry,13151,63081,48300,1165,105927,74627,3166,0.029888508123519026,0.018468318511120622,42846,0.6792219527274457,26327,0.5450724637681159,42846,1.717596566523605,0.011420189612398404,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Jackson,13157,20237,14370,660,28914,20087,1158,0.04004980286366466,0.032613529673370556,8677,0.42876908632702476,5717,0.3978427279053584,8677,0.7545454545454545,0.007436273190294107,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Jasper,13159,5517,4047,204,6159,3994,326,0.05293067056340315,0.036976617727025554,642,0.11636759108210984,-53,-0.01309612058314801,642,0.5980392156862745,0.015954052836377595,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Lamar,13171,7667,5272,312,7855,4800,280,0.03564608529598982,0.040693882874657625,188,0.024520673014216773,-472,-0.08952959028831563,188,-0.10256410256410256,-0.005047797578667808,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Madison,13195,12849,9201,377,12558,8042,669,0.05327281414237936,0.02934080473188575,-291,-0.02264767686201261,-1159,-0.1259645690685795,-291,0.7745358090185677,0.02393200941049361,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Meriwether,13199,9845,7024,334,8848,5641,571,0.06453435804701628,0.03392585068562722,-997,-0.10126968004062976,-1383,-0.19689635535307518,-997,0.7095808383233533,0.030608507361389058,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Morgan,13211,7812,5464,274,8429,5214,551,0.06536955748012813,0.0350742447516641,617,0.0789810547875064,-250,-0.04575402635431918,617,1.010948905109489,0.030295312728464023,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Newton,13217,30745,21955,712,50089,33804,1683,0.03360019165884725,0.023158237111725485,19344,0.6291754756871036,11849,0.5396948303347757,19344,1.3637640449438202,0.010441954547121764,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Oconee,13219,13596,10100,442,17698,11383,1005,0.05678607752288394,0.03250956163577523,4102,0.3017063842306561,1283,0.12702970297029703,4102,1.2737556561085972,0.02427651588710871,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Oglethorpe,13221,6190,4460,201,6706,4511,363,0.05413062928720549,0.03247172859450727,516,0.08336025848142165,51,0.011434977578475336,516,0.8059701492537313,0.02165890069269822,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Paulding,13223,42755,33653,502,76573,54779,2012,0.026275580165332428,0.01174131680505204,33818,0.7909718161618524,21126,0.627759783674561,33818,3.00796812749004,0.014534263360280388,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Pickens,13227,11542,8108,355,13703,8824,970,0.07078741881339852,0.03075723444810258,2161,0.18722924969675966,716,0.08830784410458806,2161,1.732394366197183,0.04003018436529594,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Pike,13231,6544,4682,258,8275,5512,334,0.040362537764350455,0.03942542787286064,1731,0.2645171149144254,830,0.17727466894489535,1731,0.29457364341085274,0.0009371098914898179,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Polk,13233,16937,11978,505,18285,12254,697,0.038118676510801204,0.029816378343272127,1348,0.07958906535986301,276,0.023042244114209385,1348,0.3801980198019802,0.008302298167529077,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Rockdale,13247,35166,25661,836,41941,28064,1501,0.03578836937602823,0.023772962520616503,6775,0.19265768071432635,2403,0.09364405128404972,6775,0.7954545454545454,0.012015406855411727,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Spalding,13255,27148,19041,932,26819,17804,1350,0.050337447332115294,0.03433033740975394,-329,-0.012118756446147046,-1237,-0.06496507536368888,-329,0.44849785407725323,0.016007109922361352,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Troup,13285,28151,19458,1098,33077,21323,1347,0.04072316110892765,0.039003943021562286,4926,0.1749849028453696,1865,0.09584746633775311,4926,0.226775956284153,0.0017192180873653665,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Upson,13293,12402,8486,342,11235,7066,462,0.041121495327102804,0.027576197387518143,-1167,-0.09409772617319787,-1420,-0.16733443318406788,-1167,0.3508771929824561,0.013545297939584661,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Walton,13297,30409,22465,740,41699,27929,1827,0.04381400033573946,0.02433490085172153,11290,0.3712716629945082,5464,0.24322279100823505,11290,1.468918918918919,0.019479099484017933,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA"
Bureau,17011,18213,12428,841,17376,10351,1078,0.06203959484346225,0.04617580848844232,-837,-0.04595618514248065,-2077,-0.16712262632764724,-837,0.28180737217598095,0.015863786355019928,176,"Chicago-Naperville, IL-IN-WI"
DeKalb,17037,48904,29628,1309,57748,32682,2064,0.03574149754104038,0.026766726648126942,8844,0.18084410273188287,3054,0.10307816929931146,8844,0.5767761650114591,0.008974770892913441,176,"Chicago-Naperville, IL-IN-WI"
DuPage,17043,492352,357813,13913,514364,326858,27666,0.053786812451882327,0.02825823800857923,22012,0.044707851293383595,-30955,-0.08651166950334392,22012,0.9884999640623877,0.025528574443303097,176,"Chicago-Naperville, IL-IN-WI"
Grundy,17063,19468,13721,493,26244,17540,953,0.036313062033226644,0.025323607972056707,6776,0.34805835216765973,3819,0.2783324830551709,6776,0.9330628803245437,0.010989454061169936,176,"Chicago-Naperville, IL-IN-WI"
Kane,17089,206024,148174,5235,277674,181212,12219,0.044004840208301824,0.025409661010367724,71650,0.3477750165029317,33038,0.22296759215516893,71650,1.3340974212034384,0.0185951791979341,176,"Chicago-Naperville, IL-IN-WI"
Kankakee,17091,51561,35150,1784,54797,34365,2719,0.049619504717411535,0.034599794418261866,3236,0.06276061364209383,-785,-0.02233285917496444,3236,0.524103139013453,0.015019710299149669,176,"Chicago-Naperville, IL-IN-WI"
Kendall,17093,29697,21700,740,66123,46537,2684,0.04059101976619331,0.024918341920059265,36426,1.2265885442974038,24837,1.1445622119815668,36426,2.627027027027027,0.015672677846134044,176,"Chicago-Naperville, IL-IN-WI"
Lake,17097,337181,241294,10285,379883,236379,18637,0.049059842109281014,0.030502904967954898,42702,0.12664414661561593,-4915,-0.020369341964574336,42702,0.8120563928050559,0.018556937141326117,176,"Chicago-Naperville, IL-IN-WI"
LaSalle,17099,53979,37288,2138,55899,34796,2922,0.05227284924596147,0.03960799570203227,1920,0.03556938809537042,-2492,-0.06683115211328042,1920,0.3666978484565014,0.012664853543929197,176,"Chicago-Naperville, IL-IN-WI"
McHenry,17111,140203,104384,3487,170616,109231,7511,0.04402283490411216,0.02487107979144526,30413,0.21692117857677795,4847,0.04643431943592888,30413,1.1540005735589332,0.019151755112666896,176,"Chicago-Naperville, IL-IN-WI"
Putnam,17155,3002,2029,137,3159,1848,250,0.07913896802785692,0.04563624250499667,157,0.05229846768820786,-181,-0.08920650566781665,157,0.8248175182481752,0.033502725522860245,176,"Chicago-Naperville, IL-IN-WI"
Will,17197,257898,190805,5323,362694,242521,13441,0.03705878784870993,0.020639942923171176,104796,0.4063466952050811,51716,0.27104111527475694,104796,1.5250798421942513,0.016418844925538755,176,"Chicago-Naperville, IL-IN-WI"
Jasper,18073,14785,9884,502,16257,10257,866,0.05326936089069324,0.03395333107879608,1472,0.0995603652350355,373,0.0377377579927155,1472,0.7250996015936255,0.019316029811897166,176,"Chicago-Naperville, IL-IN-WI"
Lake,18089,230901,160718,7206,237739,152926,10537,0.0443217141487093,0.031208180129146258,6838,0.02961442349751625,-7792,-0.04848243507261166,6838,0.46225367749097973,0.013113534019563042,176,"Chicago-Naperville, IL-IN-WI"
LaPorte,18091,53431,37240,2053,51851,31479,3090,0.059593836184451604,0.038423387172240836,-1580,-0.029570848383896987,-5761,-0.15469924812030075,-1580,0.5051144666341939,0.021170449012210768,176,"Chicago-Naperville, IL-IN-WI"
Newton,18111,7259,5040,271,6790,4169,388,0.05714285714285714,0.037332965973274554,-469,-0.06460945033751206,-871,-0.17281746031746031,-469,0.4317343173431734,0.019809891169582587,176,"Chicago-Naperville, IL-IN-WI"
Porter,18127,76960,53356,1982,83782,53233,3785,0.045176768279582724,0.025753638253638255,6822,0.08864345114345114,-123,-0.0023052702601394407,6822,0.9096871846619576,0.01942313002594447,176,"Chicago-Naperville, IL-IN-WI"
Anne Arundel,24003,269772,195970,6903,316151,204267,16982,0.05371483879538575,0.02558827454294738,46379,0.1719192503299082,8297,0.042338112976475994,46379,1.4600898160220195,0.028126564252438372,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Baltimore,24005,396897,281937,14797,444124,283693,26787,0.06031423656456305,0.03728171288772654,47227,0.11899056934166799,1756,0.006228341792669994,47227,0.810299385010475,0.02303252367683651,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Calvert,24009,39341,29705,914,49736,31818,2044,0.04109699211838507,0.02323275971632648,10395,0.26422815891817697,2113,0.07113280592492846,10395,1.236323851203501,0.017864232402058592,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Carroll,24013,80767,59178,2111,92793,57719,5334,0.05748278426174388,0.026136912352817364,12026,0.14889744573897756,-1459,-0.024654432390415357,12026,1.5267645665561345,0.031345871908926515,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Cecil,24015,44866,32688,1241,53247,33830,2569,0.0482468495877702,0.027660143538536977,8381,0.1868006954040922,1142,0.03493636808614782,8381,1.0701047542304594,0.020586706049233225,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Charles,24017,64983,48608,1210,83126,57166,3048,0.03666722806342179,0.018620254528107352,18143,0.27919609744086915,8558,0.17606155365371956,18143,1.51900826446281,0.01804697353531444,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Dorchester,24019,15144,10217,777,16952,10080,1316,0.07763095799905616,0.05130744849445325,1808,0.11938721605916534,-137,-0.013409024175393951,1808,0.6936936936936937,0.02632350950460291,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Frederick,24021,107151,79846,2682,136600,88967,6504,0.04761346998535871,0.025030097712573845,29449,0.2748364457634553,9121,0.11423239736492749,29449,1.425055928411633,0.022583372272784865,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Harford,24025,116981,86121,3407,137757,87691,7275,0.05281038350138287,0.02912438772108291,20776,0.1776014908403929,1570,0.018230164535943612,20776,1.1353096565893748,0.023685995780299958,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Howard,24027,139885,107471,3043,174892,115654,9396,0.05372458431489147,0.021753583300568324,35007,0.25025556707295277,8183,0.0761414707223344,35007,2.087742359513638,0.03197100101432315,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Montgomery,24031,477123,353946,18943,582122,381177,37325,0.06411886168191548,0.039702550495364926,104999,0.22006694290570775,27231,0.07693546473190825,104999,0.9703848387267064,0.024416311186550556,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Prince George's,24033,431120,313622,10035,512949,343741,24359,0.0474881518435556,0.023276581926145852,81829,0.18980562256448322,30119,0.09603599237298403,81829,1.4274040857000498,0.024211569917409748,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Queen Anne's,24035,21849,15685,954,26902,15885,2227,0.08278194929745,0.043663325552656874,5053,0.23126916563687125,200,0.012751036021676761,5053,1.3343815513626835,0.03911862374479313,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
St. Mary's,24037,46032,33758,1155,58498,38902,2532,0.04328353106089097,0.02509124087591241,12466,0.27081160931525894,5144,0.1523786954203448,12466,1.1922077922077923,0.018192290184978564,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Talbot,24041,16789,11512,1156,18741,10414,1904,0.1015954324742543,0.06885460718327477,1952,0.11626660313300376,-1098,-0.09537873523280056,1952,0.6470588235294118,0.03274082529097953,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Washington,24043,63714,45258,2339,72795,47148,3588,0.04928909952606635,0.036710926954829394,9081,0.14252754496656936,1890,0.041760572716425824,9081,0.5339888841385207,0.012578172571236959,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Baltimore,24510,287159,200148,9656,310850,212209,13456,0.0432877593694708,0.033625970281272746,23691,0.08250133201466783,12061,0.060260407298599036,23691,0.39353769676884837,0.009661789088198057,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Barnstable,25001,107184,73636,6958,110966,59088,12508,0.11271921128994467,0.06491640543364681,3782,0.03528511718166891,-14548,-0.19756640773534684,3782,0.7976430008623168,0.047802805856297856,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Bristol,25005,275122,195320,8608,297355,187497,14730,0.049536749003716095,0.03128793771490466,22233,0.08081142184194648,-7823,-0.040052221994675404,22233,0.7111988847583643,0.018248811288811437,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Essex,25009,366950,265023,13701,419435,257509,25597,0.06102733439031077,0.03733751192260526,52485,0.1430303856111187,-7514,-0.028352256219271534,52485,0.8682577914020875,0.023689822467705512,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Middlesex,25017,805662,581972,29690,897811,582672,52428,0.0583953638349274,0.03685168221909436,92149,0.11437674856205207,700,0.0012028070078972872,92149,0.7658470865611317,0.02154368161583304,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Norfolk,25021,348897,253822,15544,385197,241926,25717,0.06676324062752306,0.04455183048292189,36300,0.10404216717254662,-11896,-0.04686748981569761,36300,0.6544647452393206,0.022211410144601172,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
